Q1_1,Q1_2,Q1_3,Q1_4,Q1_5,Q1_6,Q21_1,Q21_2,Q21_3,Q21_4,Q21_5,Q21_6,Q2,Q3,Q4,Q4_11_TEXT,Q5,Q6,Q6_5_TEXT,Q7,Q7A,Q17,Q7B,Q7B_3_TEXT,Q11_1,Q8,Q9,Q9_5_TEXT,Q10,Q12,Q12A,Q13,Q13A,Q20,Q22,Q8 - Topics
Fixed route shuttle,I don't travel during this time,Fixed route shuttle,Car,I don't travel during this time,Car,Home to work,I don't travel during this time,Work to home,I don't travel during this time,I don't travel during this time,Home to elsewhere,To-door shuttle (Law/Med),Mansfield/Yale Health area,Med campus,,,,,No,,,Don't feel safe biking in traffic,,20,The shuttles can get too crowded during evening commutes due to bunching. Perhaps more shuttles during high traffic times.,Yale provided graduate students with cheaper/free passes,,No,No,,No,,No,Yes,Unknown
Bike,Walk,Walk,Bike,Bike,Bike,Home to work,I don't travel during this time,I don't travel during this time,Work to home,I don't travel during this time,Home to elsewhere,To-door shuttle (Law/Med),Wooster Square,Prospect,,no,Shuttle access,,Yes,,,,,10,In the evening it doesn't stop near wooster square,"No, I wouldn't be interested",,"Yes, I have the app but don't use it",No,,No,,No,Yes,Unknown
Fixed route shuttle,Fixed route shuttle,Fixed route shuttle,Fixed route shuttle,Door-to-door shuttle,Walk,Home to work,Home to work,Work to elsewhere,Work to home,Work to elsewhere,Home to elsewhere,To-door shuttle (Law/Med),East Rock,Med campus,,"It's all fine mostly, aside from the terrible drivers",Security presence,,No,,,"Due to weather considerations,Don't feel safe biking in traffic",,30,"Fixed-route shuttles need to stop ONLY at stops. So much time is wasted stopping at every corner (e.g. every corner on Foster Street). The shuttles already have such a hard time getting their routes done on time, they definitely shouldn't be stopping at more stops just so lazy, spoiled people don't need to walk one block.","No, I wouldn't be interested",,No,No,,No,,Yes,No,Unknown
I don't travel during this time,CT Transit,CT Transit,Car,I don't travel during this time,Car,I don't travel during this time,Home to work,Work to home,Work to home,I don't travel during this time,Home to elsewhere,,Westville,"York St.,Other (please specify)",Home,"I walk on Edgewood between Westville and campus. During the day I feel safe, but I wouldn't feel safe walking alone there (through Dwight neighborhood) at night.",Other (please specify),Better economic opportunities for local residents.,Yes,,,,,10,"I enjoy living in Westville where the shuttle does not reach. This keeps rental prices more reasonable, and I like feeling like I'm outside the Yale bubble.","I already use CT transit,Yale provided graduate students with cheaper/free passes",,No,No,,No,,No,Yes,Unknown
Walk,Walk,Walk,Walk,Walk,Walk,Home to work,Home to work,Work to elsewhere,Work to home,Work to elsewhere,Home to elsewhere,,East Rock,Cross campus,,None,,,No,,,"Because the commute is too short/long,Don't feel safe biking in traffic",,3,The buses are often incredibly noisy,Yale groups hosted off-campus events that could be reached by CT transit,,No,No,,No,,No,Yes,Unknown
Fixed route shuttle,Walk,Fixed route shuttle,Uber/taxi,Uber/taxi,Uber/taxi,Home to work,Work to elsewhere,Work to home,Home to elsewhere,Home to elsewhere,Home to elsewhere,To-door shuttle (Law/Med),East Rock,Med campus,,,"Shuttle access,Improve lighting,Security presence",,No,,,"Lack of bike paths,Due to weather considerations,Don't feel safe biking in traffic",,15,,"No, I wouldn't be interested",,No,No,,No,,Yes,Yes,
Fixed route shuttle,I don't travel during this time,I don't travel during this time,Fixed route shuttle,Door-to-door shuttle,Car,Home to work,I don't travel during this time,I don't travel during this time,Work to home,Work to home,Work to elsewhere,,East Rock,Med campus,,"If walking, between the med campus and Crown Street, if at night",Security presence,,No,,,"Due to weather considerations,Don't feel safe biking in traffic",,20,"Increased frequency of blue/orange shuttle lines in peak transit hours, as they often become full/overcrowded only partway through the route. Also consistency in whether to inform drivers of your stop during the door-to-door night service (if it is already a standard stop).",Yale provided graduate students with cheaper/free passes,,"Yes, I've heard of it",No,,No,,Yes,Yes,Unknown
Fixed route shuttle,I don't travel during this time,Fixed route shuttle,Car,I don't travel during this time,Car,Home to work,I don't travel during this time,Work to home,Home to elsewhere,I don't travel during this time,Home to elsewhere,,East Rock,Hillhouse area,,,"Improve lighting,Security presence",,No,,,"Other (please specify),Due to weather considerations","prefer to shuttle holding backpack, etc",10,"the blue line shuttles are usually fine, but during peak times they often get way too crowded. Making sure the spacing of the shuttles is correct during these times is very important.","No, I wouldn't be interested",,"Yes, I've heard of it",No,,No,,No,Yes,Unknown
Walk,Walk,Walk,Fixed route shuttle,Uber/taxi,Uber/taxi,Home to work,Work to elsewhere,Work to elsewhere,Work to home,I don't travel during this time,Home to elsewhere,,East Rock,Hillhouse area,,,,,No,,,"Lack of bike paths,Nowhere to store bike (i.e. bike racks),Other (please specify),Don't feel safe biking in traffic",bike theft concerns,8,greater frequency,"Yale groups hosted off-campus events that could be reached by CT transit,Other (please specify)",if CT transit provided routes not served by yale shuttle ,"Yes, I have the app but don't use it",No,,No,,Yes,Yes,Unknown
Fixed route shuttle,Walk,Walk,Fixed route shuttle,Door-to-door shuttle,Walk,Home to work,Work to elsewhere,Work to elsewhere,Work to home,Work to home,Home to work,Bike,East Haven,Hillhouse area,,whitney/edward,Shuttle access,,No,,,Because bikes are expensive,,10,make shuttle regular on weekends and after 11am daily,"No, I wouldn't be interested",,No,No,,No,,No,Yes,Unknown
Fixed route shuttle,Walk,Fixed route shuttle,Walk,I don't travel during this time,Walk,Home to work,Work to elsewhere,Work to elsewhere,Work to home,I don't travel during this time,Home to work,To-door shuttle (Law/Med),Wooster Square,Prospect,,Around and east of the intersection of Grand and State,"Shuttle access,Other (please specify)","Simply making the Red line available later into the evening would help me, personally",No,,,"Nowhere to store bike (i.e. bike racks),Because the commute is too short/long,Don't feel safe biking in traffic,Because bikes are expensive",,10,Service into Wooster Square could stand to be improved. 1st priority: extend service later into the evening. 2nd priority: extend a route further into the neighborhood.,Yale provided graduate students with cheaper/free passes,,"Yes, I have the app but don't use it",No,,No,,No,No,Unknown
Bike,Bike,Bike,Bike,Bike,Bike,Home to work,I don't travel during this time,Work to elsewhere,Home to elsewhere,I don't travel during this time,Home to elsewhere,To-door shuttle (Law/Med),East Rock,Hillhouse area,,No,,,Yes,,,,,5,,Yale provided incentives for using CT transit instead of a car,,No,No,,No,,No,Yes,
Fixed route shuttle,Fixed route shuttle,Fixed route shuttle,To-door shuttle (law/med),Door-to-door shuttle,Fixed route shuttle,Home to work,Home to work,Home to work,Work to home,Work to home,Home to work,,Dwight,West campus,,Dwight area (Especially George Street and Park),"Shuttle access,Improve lighting,Security presence,Blue light,Other (please specify)",more shuttles,No,,,"Lack of bike paths,Because the commute is too short/long,Due to weather considerations,Don't feel safe biking in traffic,Because bikes are expensive",,10,"more shuttles going to and from West Campus, especially on weekends and weekday nights","Yale provided graduate students with cheaper/free passes,Yale groups hosted off-campus events that could be reached by CT transit,Yale provided incentives for using CT transit instead of a car",,"Yes, I've heard of it",No,,No,,No,Yes,Unknown
I don't travel during this time,Walk,Walk,Walk,Door-to-door shuttle,Bike,I don't travel during this time,Home to work,Home to work,Work to elsewhere,Work to home,Work to home,To-door shuttle (Law/Med),Downtown,"York St.,Divinity Quad,Cross campus",,,Improve lighting,,Yes,,,,,15,"Have a more accurate estimate of time‰ÛÓoften I am told that the shuttle will be there in 10 minutes, and I receive a call telling me to go outside, and then I wait upwards of ten minutes longer with no notice that the shuttle is late or when it will come. This often happens to me at Union Station, which is not the most welcoming place to be for a woman alone at night. Just yesterday I spent 30 minutes waiting for shuttle outside Union Station at 4am that was supposed to be there in 15.",Yale provided graduate students with cheaper/free passes,,No,No,,No,,Yes,Yes,Unknown
Walk,Fixed route shuttle,Fixed route shuttle,Walk,I don't travel during this time,Car,Home to work,Work to elsewhere,Work to elsewhere,Work to home,I don't travel during this time,Home to elsewhere,CT transit,Downtown,Med campus,,No,"Shuttle access,Improve lighting,Security presence,Blue light",,No,,,Other (please specify),Don't own a bike,10,Online tracking of expected wait time / shuttle location,"Yale provided graduate students with cheaper/free passes,Yale provided incentives for using CT transit instead of a car",,"Yes, I've heard of it",No,,No,,No,Yes,Unknown
Walk,Walk,Walk,Walk,I don't travel during this time,Walk,Home to work,Work to elsewhere,Work to elsewhere,Work to home,I don't travel during this time,Home to elsewhere,"CT transit,Door to door shuttle",Downtown,Hillhouse area,,No,Shuttle access,,No,,,Because the commute is too short/long,,5,A weekend shuttle to Target,,,No,No,,No,,No,Yes,Unknown
Walk,Walk,Walk,Door-to-door shuttle,I don't travel during this time,Fixed route shuttle,Home to work,Home to work,Work to home,Home to elsewhere,I don't travel during this time,Home to elsewhere,To-door shuttle (Law/Med),Downtown,Hillhouse area,,,Improve lighting,,No,,,"Lack of bike paths,Because the commute is too short/long,Because bikes are expensive",,18,Be able to call in advance to schedule a ride,"Yale groups hosted off-campus events that could be reached by CT transit,No, I wouldn't be interested",,"Yes, I've heard of it",No,,No,,No,Yes,Unknown
Bike,Bike,Bike,Bike,Door-to-door shuttle,Bike,Home to work,Work to elsewhere,Work to elsewhere,Work to home,Home to elsewhere,Home to elsewhere,To-door shuttle (Law/Med),Downtown,"Prospect,Cross campus",,Not really. I feel safe on my commute.,Other (please specify),More bike lanes.,Yes,,,,,15,,"Yale provided graduate students with cheaper/free passes,Yale groups hosted off-campus events that could be reached by CT transit",,No,No,,No,,No,No,
Fixed route shuttle,I don't travel during this time,Fixed route shuttle,Fixed route shuttle,I don't travel during this time,Car,Home to work,I don't travel during this time,Work to home,Work to home,I don't travel during this time,Home to elsewhere,To-door shuttle (Law/Med),East Rock,Med campus,,,,,No,,,"Other (please specify),Don't feel safe biking in traffic",do not have one,10,more regular bus schedule in the morning - Often buses will come early or  late around a particular time that is not consistent from day to day.,Yale provided graduate students with cheaper/free passes,,No,No,,No,,No,Yes,Unknown
Fixed route shuttle,Fixed route shuttle,Fixed route shuttle,Car,I don't travel during this time,Car,Home to work,Home to work,Work to home,Work to home,I don't travel during this time,I don't travel during this time,,East Rock,"Hillhouse area,Med campus",,None,Shuttle access,,Yes,,,,,4,"More frequency, better spacing","No, I wouldn't be interested",,No,No,,No,,No,Yes,Unknown
Walk,Walk,Walk,Walk,Door-to-door shuttle,Uber/taxi,Work to home,Work to elsewhere,I don't travel during this time,Work to home,Work to home,Home to elsewhere,CT transit,East Rock,Hillhouse area,,Near law school,Security presence,,Yes,,,,,10,More shuttles,Yale provided graduate students with cheaper/free passes,,No,No,,No,,Yes,Yes,Unknown
Car,Walk,Walk,Car,I don't travel during this time,Car,Home to work,Work to elsewhere,Work to elsewhere,Work to home,I don't travel during this time,Home to elsewhere,To-door shuttle (Law/Med),Other,Med campus,,"None, due to driving",,,No,,,"Because the commute is too short/long,Due to weather considerations,Don't feel safe biking in traffic",,6,More shuttles in the early evening hours 5-8pm,"No, I wouldn't be interested",,No,No,,No,,No,Yes,Unknown
Bike,Bike,Bike,Car,Car,Bike,Home to work,Work to elsewhere,Work to home,Work to home,I don't travel during this time,Home to elsewhere,"CT transit,To-door shuttle (Law/Med)",East Rock,"Hillhouse area,Old campus",,,,,Yes,,,,,10,,Yale provided graduate students with cheaper/free passes,,No,No,,No,,Yes,Yes,
Walk,Walk,Walk,Walk,Door-to-door shuttle,Walk,Home to work,Home to work,Home to work,Work to home,Work to home,Home to elsewhere,To-door shuttle (Law/Med),Other,Med campus,,Between Downtown and Med School,"Improve lighting,Security presence,Other (please specify)",Add some commercial shops? Shops = People = Safer,No,,,"Nowhere to store bike (i.e. bike racks),Other (please specify),Because bikes are expensive",No *covered* bike locations. Rain/Snow destroys bikes.,7,How long will shuttle wait after arriving at the 333 Cedar stop? Departure time is more important than arrival.,Yale provided graduate students with cheaper/free passes,,"Yes, I have the app but don't use it",No,,No,,No,Yes,Unknown
